127.0.0.1 - - [18/May/2021:09:33:22 +0900] "GET / HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:42 +0900] "GET / HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:47 +0900] "GET /login HTTP/1.1" 200 3355
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:48 +0900] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:51 +0900] "POST /j_spring_security_check HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:51 +0900] "GET / HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:51 +0900] "GET /index HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/css/main2018.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /main HTTP/1.1" 200 31954
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/img/lib/w/ic_refresh.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/img/main/m1bg1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/img/main/h2bg1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/img/main/m1c2bg2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/img/main/notebg1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/img/main/ic_more.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/img/main/m2item3bg1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/img/main/m2item1bg1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:54 +0900] "GET /assets/img/main/m2item2bg1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:56 +0900] "GET /assets/img/list-deco-on.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:56 +0900] "GET /assets/img/acodian-close.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:57 +0900] "GET /sub/19 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:57 +0900] "GET /sub HTTP/1.1" 200 20646
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:58 +0900] "GET /menu/init?menu=19&tabId=tabDiv0&pageTitle=%EB%A9%94%EB%89%B4%EA%B4%80%EB%A6%AC HTTP/1.1" 200 24259
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:58 +0900] "GET /assets/img/lib/w/ic_cancel.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:58 +0900] "GET /assets/js/kendo-2018.3.1017/css/web/Default/loading.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:58 +0900] "GET /assets/js/kendo-2018.3.1017/css/web/fonts/glyphs/WebComponentsIcons.ttf?gedxeo HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/May/2021:09:33:59 +0900] "GET /menu/search?upperMenuKey= HTTP/1.1" 200 30197
0:0:0:0:0:0:0:1 - - [18/May/2021:09:34:05 +0900] "GET /code/init?menu=3&tabId=tabDiv1&pageTitle=%EA%B3%B5%ED%86%B5%EC%BD%94%EB%93%9C%EA%B4%80%EB%A6%AC HTTP/1.1" 200 62693
0:0:0:0:0:0:0:1 - - [18/May/2021:09:34:06 +0900] "POST /code/group/list.json HTTP/1.1" 200 18426
0:0:0:0:0:0:0:1 - - [18/May/2021:09:34:08 +0900] "GET /code/search?grpCd=&codeNm=&perPage=25&page=1 HTTP/1.1" 200 8739
0:0:0:0:0:0:0:1 - - [18/May/2021:09:34:22 +0900] "GET /code/search?grpCd=&codeNm=&perPage=25&page=3 HTTP/1.1" 200 8659
0:0:0:0:0:0:0:1 - - [18/May/2021:09:34:24 +0900] "GET /code/search?grpCd=&codeNm=&perPage=25&page=4 HTTP/1.1" 200 8840
0:0:0:0:0:0:0:1 - - [18/May/2021:09:34:25 +0900] "GET /code/search?grpCd=&codeNm=&perPage=25&page=6 HTTP/1.1" 200 8385
0:0:0:0:0:0:0:1 - - [18/May/2021:09:34:29 +0900] "GET /code/search?grpCd=&codeNm=&perPage=25&page=7 HTTP/1.1" 200 8732
0:0:0:0:0:0:0:1 - - [18/May/2021:09:35:12 +0900] "POST /code/create HTTP/1.1" 500 56
0:0:0:0:0:0:0:1 - - [18/May/2021:09:36:03 +0900] "POST /code/create HTTP/1.1" 500 56
0:0:0:0:0:0:0:1 - - [18/May/2021:09:38:00 +0900] "POST /code/create HTTP/1.1" 500 56
0:0:0:0:0:0:0:1 - - [18/May/2021:09:38:34 +0900] "POST /code/create HTTP/1.1" 500 56
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /sub HTTP/1.1" 200 20646
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/axisj/ui/arongi/page.css HTTP/1.1" 200 12905
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/css/font-awesome.css HTTP/1.1" 200 28323
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/axisj/ui/arongi/AXJ.min.css HTTP/1.1" 200 229748
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/axisj/axicon/axicon.min.css HTTP/1.1" 200 71933
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/css/messageArea.css HTTP/1.1" 200 869
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/ax5ui/ax5ui-kernel/dist/ax5ui.all.css HTTP/1.1" 200 311430
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/css/common.css HTTP/1.1" 200 19230
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/css/jquery.mCustomScrollbar.css HTTP/1.1" 200 56319
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/css/layout.css HTTP/1.1" 200 24178
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/fileUploadCheck.js HTTP/1.1" 200 990
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/warningDialog.js HTTP/1.1" 200 611
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/bootstrap.min.js HTTP/1.1" 200 35607
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/jquery.mCustomScrollbar.concat.min.js HTTP/1.1" 200 45483
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/jquery-2.1.3.min.js HTTP/1.1" 200 84324
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/common.js HTTP/1.1" 200 7731
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/axisj/dist/AXJ.coremin.js HTTP/1.1" 200 133421
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/axisj/lib/AXTab.js HTTP/1.1" 200 43362
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/ax5ui/ax5ui-kernel/dist/ax5ui.all.min.js HTTP/1.1" 200 358646
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/layout.js HTTP/1.1" 200 6571
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/logo.png HTTP/1.1" 200 2052
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/menu-bnt.png HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/arrow-bottom.png HTTP/1.1" 200 1100
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/arrow-top.png HTTP/1.1" 200 1074
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/home.png HTTP/1.1" 200 1252
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/depth-close.png HTTP/1.1" 200 1193
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/acodian-open.png HTTP/1.1" 200 1054
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/login/ic_bar.png HTTP/1.1" 200 928
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/lib/ic_user.png HTTP/1.1" 200 3098
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/login/ic_logout.png HTTP/1.1" 200 1019
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/list-deco.png HTTP/1.1" 200 1044
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/login/ic_language.png HTTP/1.1" 200 2821
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/img/lib/bg_tab.png HTTP/1.1" 200 934
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/axisj/ui/arongi/images/dx-tab-bg-large.png HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:38 +0900] "GET /assets/js/axisj/axicon/fonts/axicon.woff?c24xcj HTTP/1.1" 200 467760
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /menu/init?menu=19&tabId=tabDiv0&pageTitle=%EB%A9%94%EB%89%B4%EA%B4%80%EB%A6%AC HTTP/1.1" 200 24245
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/ax5ui/ax5ui-kernel/dist/ax5ui.all.css HTTP/1.1" 200 311430
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/kendo-2018.3.1017/css/dataviz/kendo.dataviz.min.css HTTP/1.1" 200 4290
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/kendo-2018.3.1017/css/web/kendo.rtl.min.css HTTP/1.1" 200 19464
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/kendo-2018.3.1017/css/web/kendo.default.mobile.min.css HTTP/1.1" 200 109765
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/kendo-2018.3.1017/css/web/kendo.default.min.css HTTP/1.1" 200 67601
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/kendo-2018.3.1017/css/dataviz/kendo.dataviz.default.min.css HTTP/1.1" 200 4298
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/kendo-2018.3.1017/css/web/kendo.common.min.css HTTP/1.1" 200 242482
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/css/kendo-reset.css HTTP/1.1" 200 179
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/css/ui.jqgrid-reset.css HTTP/1.1" 200 1083
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/jqgrid-4.6.0/css/ui.jqgrid.css HTTP/1.1" 200 13065
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/css/bootstrap.min.css HTTP/1.1" 200 140942
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/css/bootstrap-reset.css HTTP/1.1" 200 6899
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/css/jquery-ui.css HTTP/1.1" 200 22872
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/css/font-awesome.css HTTP/1.1" 200 28323
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/css/tui-grid-reset.css HTTP/1.1" 200 857
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/tui-grid/tui-grid.css HTTP/1.1" 200 20194
0:0:0:0:0:0:0:1 - - [18/May/2021:09:40:39 +0900] "GET /assets/js/tui-tree/tui-tree.css HTTP/1.1" 200 12869
